피시험자 ID,신장,체중,연령,성별,Seat Pos Index,,,,,,,,,,,
2021-01-29-19-541,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-557,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-573,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-588,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-604,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-619,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-635,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-651,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-666,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-697,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-713,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-729,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-744,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-760,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-775,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-807,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-822,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-838,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-853,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-869,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-885,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-900,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-916,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-931,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-947,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-978,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-19-994,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-009,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-025,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-041,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-056,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-072,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-087,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-119,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-134,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-151,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-166,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-182,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-198,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-213,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-229,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-244,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-260,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-276,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-291,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-307,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-322,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-338,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-354,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-369,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-385,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-400,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-416,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-432,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-447,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-463,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-478,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-494,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-510,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-525,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-541,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-556,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-572,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-588,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-603,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-650,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-666,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-681,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-697,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-712,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-728,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-744,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-759,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-775,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-790,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-806,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-822,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-837,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-853,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-868,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-884,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-900,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-915,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-931,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-946,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-962,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-978,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-20-993,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-009,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-024,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-040,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-056,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-071,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-087,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-102,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-118,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-134,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-149,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-165,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-180,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-196,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-212,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-227,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-243,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-258,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-274,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-290,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-305,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-321,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-336,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-352,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-368,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-383,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-399,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-414,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-430,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-446,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-461,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-477,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-492,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-508,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-524,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-539,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-555,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-570,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-586,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-602,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-617,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-633,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-648,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-664,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-680,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-695,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-711,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-726,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-742,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-758,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-773,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-789,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-804,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-820,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-851,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-867,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-882,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-898,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-914,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-929,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-945,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-960,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-976,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-21-992,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-007,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-023,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-038,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-054,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-070,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-085,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-101,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-116,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-132,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-148,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-163,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-179,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-194,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-210,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-226,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-241,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-257,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-272,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-288,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-304,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-319,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-335,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-350,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-366,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-397,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-413,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-444,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-460,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-475,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-491,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-506,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-522,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-538,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-553,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-569,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-584,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-600,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-616,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-631,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-647,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-662,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-678,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-694,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-709,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-740,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-756,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-772,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-787,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-818,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-834,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-865,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-881,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-912,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-928,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-943,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-959,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-974,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-22-990,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-021,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-037,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-052,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-068,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-084,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-099,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-115,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-130,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-146,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-162,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-177,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-193,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-208,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-224,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-240,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-255,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-271,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-286,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-302,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-318,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-333,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-349,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-364,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-380,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-396,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-411,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-427,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-442,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-458,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-474,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-489,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-505,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-520,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-536,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-552,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-567,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-583,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-598,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-614,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-630,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-645,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-661,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-676,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-23-692,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
